Key,Translation
"END_PART3_KAYLEIGH37",So you and the Archangels are going to… [pause]invade worlds, and act out the violent myths that inspire your creation?
"END_PART3_MEREDITH38",That’s pretty worrying.
"END_PART3_EUGENE39",An endless cycle of violence...
"END_PART3_FELIX40",Yeah, that doesn’t sound great.
"END_PART3_VIOLA41",Such dark desires cannot be allowed to be realised!
"END_PART3_DOG42",Grrrrrr....
"END_PART3_ALEPH43",HEY, DON’T WORRY ABOUT IT, FRIENDS!
"END_PART3_ALEPH46_OPTION1",A deal?
"END_PART3_ALEPH47",WE CAN ALL GO OUR SEPARATE WAYS, [pause]AND WE’LL NEVER VISIT ANY OF YOUR WORLDS. 
"END_PART3_ALEPH48_OPTION1",What?
"END_PART3_ALEPH_WHAT_49",WE’LL CONQUER OTHER PEOPLES’ WORLDS, AND LEAVE YOURS ALONE.
"END_PART3_ALEPH_NO_DEAL_49",...NO?
"END_PART3_KAYLEIGH51",All people have value, no matter what world they’re from! All we can do is do our best to help them!
"END_PART3_MEREDITH51",It would be pretty crappy of us to sell out other realities just for safe passage, [pause]mate.
"END_PART3_EUGENE51",Even if the people of other worlds don’t know we exist, in this moment: [pause]they’re relying on us to [shake rate=30 level=10]protect them from you![/shake]
"END_PART3_FELIX51",You’re gonna hurt people, even if we don’t see it happening. [pause]That’s a pretty bad deal, by my estimation.
"END_PART3_VIOLA51",Dark desires may have given you life, but you have no right to return that darkness upon the hearts of man!
"END_PART3_DOG51",[shake rate=30 level=10]ARF![/shake] 
"END_PART3_ALEPH52",BUT WE’RE NOT GONNA MESS WITH YOUR REALITIES!
"END_PART3_ALEPH53_OPTION1",Yes.
"END_PART3_ALEPH54",FINE. [pause]FINE!
"END_PART4_ALEPH1",YOU PEOPLE CREATED US, AND NOW YOU WANNA KILL US? [pause]MAKE UP YOUR MINDS!
"END_PART5_ALEPH1",THIS IS SO UNPRODUCTIVE...
"END_PART6_ALEPH1",RIGHT. I’VE HAD ENOUGH.
"END_PART7_ALEPH1",ALL ABOARD! 
"END_PART7_KAYLEIGH3",{player}, quick!
"END_PART7_MEREDITH3",{player}, we can’t let him leave!
"END_PART7_EUGENE3",C’mon, let’s go!
"END_PART7_FELIX3",We gotta go after him. You know that, right?
"END_PART7_VIOLA3",Our quarry shall not flee so easily!
"END_PART7_DOG3",[wave amp=30 freq=10]Grrr...[/wave] 
"AA_ALEPH_NULL_SUBTITLE",Eternal War Incarnate
"END_PART8_KAYLEIGH1",I’ve seen these lights before… [pause]when I first arrived in New Wirral...
"END_PART8_MEREDITH1",This is trippy… [pause]I think I saw this when I first came to New Wirral.
"END_PART8_EUGENE1",This feels familiar… [pause]Did I see these lights when I first came here?
"END_PART8_FELIX1",This is quite the light show. I think I’ve seen it before… [pause]When I first fell to New Wirral?
"END_PART8_VIOLA1",These lights… is this a place beyond heaven and earth? [pause]Have I witnessed them before?
"END_PART8_DOG1",Rrr...
"END_PART8_ALEPH2",YOU KNOW, I THOUGHT I UNDERSTOOD EVERYTHING THERE WAS TO KNOW ABOUT THE COSMOS…
"END_PART8_ALEPH4",PERHAPS IT WOULD MAKE FOR A GOOD TEAM-BUILDING EXERCISE?
"END_PART8_ALEPH5",I TAKE BACK MY OFFER. 
"END_PART8_MEREDITH10",END_PART8_MEREDITH10
"END_PART8_EUGENE10",This is it, {player}!
"END_PART8_FELIX10",END_PART8_FELIX10
"END_PART8_VIOLA10",Very well!
"END_PART8_DOG10",[shake rate=30 level=10]Arf! Arf![/shake] 
"END_PART8_KAYLEIGH10",Do you have one last fight in you, {player}?
"AA_FINALGANTE_NAME",Morgante Gestalt
"AA_FINALGANTE_SUBTITLE",Invoked: Spirit of Rebellion
"END_PART9_ALEPH1",NO MORE CASSETTES.
"END_PART9_KAYLEIGH2",[shake rate=30 level=10]{player}![/shake]
"END_PART9_MEREDITH2",[shake rate=30 level=10]{player}![/shake]
"END_PART9_EUGENE2",[shake rate=30 level=10]{player}![/shake]
"END_PART9_FELIX2",[shake rate=30 level=10]{player}![/shake]
"END_PART9_VIOLA2",[shake rate=30 level=10]{player}![/shake]
"END_PART9_DOG2",Arf?!
"END_PART9_ALEPH3",YOU ARE NOT BEASTS. YOU ARE MERELY HUMAN.
"END_PART9_MORGANTE4",SO TYPICAL OF YOU HUMANS.
"END_PART9_KAYLEIGH13",{player}, how are you...
"END_PART9_MEREDITH13",{player}, you’re looking pretty scary there, mate...
"END_PART9_EUGENE13",{player}, are you back in business?!
"END_PART9_FELIX13",END_PART9_FELIX13
"END_PART9_VIOLA13",You are not so easily bested, are you {player}?
"END_PART9_DOG13",ARF!
"END_PART9_ALEPH14",WHY?!

WHY DO YOU PERSIST?!
"END_PART9_ALEPH15_OPTION1",Because it is my will!
"END_PART9_KAYLEIGH16",One shared goal, that’s all it takes! [pause][shake rate=30 level=10]OUR HEARTS COMBINE![/shake]
"END_PART9_MEREDITH17",[shake rate=30 level=10]LET’S KICK HIS BIG BLOODY HEAD IN![/shake]
"END_PART9_EUGENE18",[shake rate=30 level=10]WE RISE TOGETHER![/shake]
"END_PART9_FELIX19",Here goes nothing...
"END_PART9_VIOLA20",Come! [pause]This tale shall end on our terms!
"END_PART9_DOG21",[wave amp=30 freq=10]AWOOO![/wave]
"END_PART9_ALEPH22",AH, THE OLD WITCH. YOU ARE FOREVER A THORN IN MY SIDE, AREN’T YOU?
"END_PART9_ALEPH_BATTLE1",YOU DESIRE TO WAGE WAR WITH ME? HOW FITTING.
"FINAL_STATION_PART1",FINAL_STATION_PART1
"FINAL_STATION_PART1_KAYLEIGH1",Where are we now? It’s so misty… [pause]I guess there’s nowhere else to go but forward, {player}.
"FINAL_STATION_PART1_MEREDITH1",Was this place hidden within a [wave amp=30 freq=10]mirror[/wave]?!
"FINAL_STATION_PART1_EUGENE1",Did that mirror hide this place? Can mirrors do that?! Am I missing something here, or what?
"FINAL_STATION_PART1_FELIX1",I don’t know what I expected to find here, but I don’t think it was this. [pause]Huh.
"FINAL_STATION_PART1_VIOLA1",To step into a mirror and find a place such as this… I could scarcely dream such a thing.
"FINAL_STATION_PART1_DOG1",[shake rate=30 level=10]Whuhhh….[/shake]
"FINAL_STATION_PART2",FINAL_STATION_PART2
"FINAL_STATION_PART2_KAYLEIGH1",This place is [wave amp=30 freq=10]vast[/wave]…
"FINAL_STATION_PART2_MEREDITH1",This place certainly SMELLS ancient. 
"FINAL_STATION_PART2_EUGENE1",This place feels empty, [pause]like no-one has been here for hundreds of years…
"FINAL_STATION_PART2_FELIX1",This…
"FINAL_STATION_PART2_VIOLA1",There is a sense of sadness in this place. Do you feel it?
"FINAL_STATION_PART2_DOG1",Barkley seems nervous, but also eager to look around.
"LANDKEEPER_NAME",Landkeeper
"EUGENE_QUEST3_END_LANDKEEPER1",[wave amp=30 freq=10]Perhaps you’d be interested in speaking to our manager at the Association Headquarters?[/wave]
"OFFICE_POSTBATTLE_KAYLEIGH1",We really showed those agents, huh? Eugene will be pleased!
"OFFICE_POSTBATTLE_KAYLEIGH2",Another office cleared out! [wave amp=30 freq=10]Nice teamwork[/wave], {player}!
"OFFICE_POSTBATTLE_KAYLEIGH3",Eugene will be happy to hear we sent these clowns packing!
"OFFICE_POSTBATTLE_KAYLEIGH4",Was that the last office cleared out? Let’s hope they [wave amp=30 freq=10]don’t come back[/wave]!
"OFFICE_POSTBATTLE_MEREDITH1",Those guys are [wave amp=30 freq=10]seriously[/wave] trying to buy out New Wirral? I certainly don’t feel bad about beating them up, that’s for sure.
"OFFICE_POSTBATTLE_MEREDITH2",I am glad that [wave amp=30 freq=10]punching those guys really hard[/wave] is considered a public service.
"OFFICE_POSTBATTLE_MEREDITH3",Another office sorted out! I’m sure Eugene will appreciate us doing his job for him.
"OFFICE_POSTBATTLE_MEREDITH4",Oh, was this the last office that needed sorting out? [pause]Is this [wave amp=30 freq=10]whole thing[/wave] over, then?
"OFFICE_POSTBATTLE_EUGENE1",[shake rate=30 level=10]Alright, nice work![/shake] Maybe these [shake rate=30 level=10]parasites[/shake] will start to realise who they’re messin’ with!
"OFFICE_POSTBATTLE_EUGENE2",Another office liberated from those creeps! Nice work, {player}!
"OFFICE_POSTBATTLE_EUGENE3",They didn’t stand a [shake rate=30 level=10]chance[/shake]!
"OFFICE_POSTBATTLE_FELIX1",Those guys are definitely bad news. Let’s hope they don’t come back here anytime soon.
"OFFICE_POSTBATTLE_FELIX2",How did those creepy estate agent guys even [wave amp=30 freq=10]build[/wave] a place like this?
"OFFICE_POSTBATTLE_FELIX3",They ran out of here pretty quickly, huh? Maybe they realised they were totally outmatched.
"OFFICE_POSTBATTLE_FELIX4",C’mon, let’s get out of here! This was the last office building you needed to sort out, right?
"OFFICE_POSTBATTLE_VIOLA1",Those fiends spoke quickly, but fled quicker.
"OFFICE_POSTBATTLE_VIOLA2",They truly are [wave amp=30 freq=10]unearthly[/wave] types, are they not?
"OFFICE_POSTBATTLE_VIOLA3",I am glad to see those fiends gone.
"OFFICE_POSTBATTLE_VIOLA4",I care not for those fiends. [pause]I am sure they will live to regret treating us with such hostility.
"OFFICE_POSTBATTLE_DOG1",The Landkeepers fled…
"EUGENE_UNKNOWN_NAME",Angry Guy
"EUGENE_INTRO_EUGENE1",...Don’t make me tell you [shake rate=30 level=10]again[/shake]! [pause][pause]Harbourtown won’t fall to you [shake rate=30 level=10]blood suckers[/shake]! 
"EUGENE_INTRO_LANDKEEPER_NAME",Pale Man
"EUGENE_INTRO_LANDKEEPER2",[wave amp=30 freq=5]Tsk. [pause]So unreasonable…[/wave] 

"EUGENE_INTRO_EUGENE3",Crawl back to the darkness you came from – [pause]or you’ll have to go through [shake rate=30 level=10]me[/shake]!
"EUGENE_INTRO_LANDKEEPER5",[wave amp=30 freq=5]We shall leave for now….[/wave] 
"EUGENE_INTRO_EUGENE7",Tell the rest of your kind that this town is protected by [shake rate=30 level=10]Eugene![/shake]
"EUGENE_INTRO_EUGENE8",Let me know if those creeps bother you again, ma’am.
"EUGENE_INTRO_EUGENE9",And whatever you do, DON’T invite them into your house. [pause]That’s what they want.
"EUGENE_INTRO_WOMAN_NAME",Woman
"EUGENE_INTRO_WOMAN10",I will keep that in mind. Thank you for intervening, young man!
"EUGENE_INTRO_EUGENE11",Oh, hey. Sorry you had to see that. 
"EUGENE_INTRO_EUGENE12",The name’s Eugene… [pause]Which I guess you know, [pause]‘cause I just yelled it at those guys.
"EUGENE_INTRO_EUGENE12_OPTION1",I’m {player}!
"EUGENE_INTRO_EUGENE13",Always nice to meet a new face around here, {player}.
"EUGENE_INTRO_EUGENE13_OPTION1",Who were those people?
"EUGENE_INTRO_EUGENE14",I won’t trouble you with the details – [pause]but they don’t [wave amp=30 freq=10]belong[/wave] in this world.
"EUGENE_INTRO_EUGENE15",Let’s just say that not all the monsters in New Wirral look like cereal mascots.
"EUGENE_INTRO_EUGENE16",Anyway, I gotta go stake out those guys. [pause]I can’t risk them [shake rate=30 level=10]sinking their teeth[/shake] into the good people of Harbourtown.
"EUGENE_INTRO_EUGENE16_OPTION1",Can I help?
"EUGENE_INTRO_EUGENE17",EUGENE_INTRO_EUGENE17
"EUGENE_INTRO_EUGENE18",Meet me at this location. [pause]I’ll give you the full low-down when you’re there. 
"EUGENE_INTRO_EUGENE19",Just… [pause]prepare yourself for a throwdown. [pause]Things might get kinda ugly.
"TUTORIAL_DEMO_TITLE",Thanks for playing!
"EUGENE_QUEST1_PART1_EUGENE1",Glad you turned up! 
"EUGENE_QUEST1_PART1_EUGENE2",EUGENE_QUEST1_PART1_EUGENE2
"EUGENE_QUEST1_PART1_EUGENE2_OPTION1",Sure!
"EUGENE_QUEST1_PART1_EUGENE3",[shake rate=30 level=10]Momentous![/shake] 
"EUGENE_QUEST1_PART1_EUGENE4",Alright, [pause]do you see that building over there?
"EUGENE_QUEST1_PART1_EUGENE5_OPTION1",It doesn’t look that impressive.
"EUGENE_QUEST1_PART1_EUGENE6",Looks can be deceiving, [pause]buddy.
"EUGENE_QUEST1_PART1_EUGENE7",Their kind once plagued the world I came from, but we fought back. [pause]We WON.
"EUGENE_QUEST1_PART1_EUGENE9",Try gliding over from here – I’ll be by your side, don’t worry about it.
"EUGENE_QUEST1_PART1_NO_EUGENE1",EUGENE_QUEST1_PART1_NO_EUGENE1
"EUGENE_QUEST2_PART1_EUGENE1",I nabbed the window key from one of those ghouls while they were patrolling.
"EUGENE_QUEST2_PART1_EUGENE2_OPTION1",Born ready!
"EUGENE_QUEST4_PART1_EUGENE1",The Landkeepers have a central base of operations?! 
"EUGENE_QUEST4_PART1_EUGENE2",This is our chance to put a stop to them once and for all!
"EUGENE_QUEST4_PART1_EUGENE3",C’mon, we haven’t got a moment to waste!
"EUGENE_QUEST5_PART1_EUGENE1",This is supposedly the location of the Landkeeper’s headquarters…
"EUGENE_QUEST5_PART1_EUGENE2",Alright – [pause]these creeps are no match for our [shake rate=30 level=10]burning resolve[/shake]!
"EUGENE_QUEST5_PART1_EUGENE4",Where the hell is the entrance, anyway?
"EUGENE_QUEST5_PART1_EUGENE5",...
"EUGENE_QUEST5_PART1_EUGENE6",I think I found the entrance.
"EUGENE_QUEST5_PART2_FUSE_EUGENE1",You’re not gonna crush my spirit…
"EUGENE_QUEST5_PART2_FUSE_EUGENE2",And you won’t stop {player} so easily, either!
"EUGENE_QUEST5_PART2_FUSE_EUGENE3",We’ll take you on together, and [shake rate=30 level=10]we’ll WIN[/shake]!
"EUGENE_QUEST5_PART3_EUGENE1",I guess all the Landkeeper agents fled... [pause]I wonder what they’ll do, now their operation has been shut down?
"EUGENE_QUEST5_PART3_EUGENE2",EUGENE_QUEST5_PART3_EUGENE2
"EUGENE_QUEST5_PART3_EUGENE2_OPTION1",You think?
"EUGENE_QUEST5_PART3_EUGENE3",Yeah! [pause]It was like an adrenaline rush, except I could feel your will driving me as well as my own. Even an [wave amp=30 freq=10]Archangel[/wave] couldn’t stop us!
"EUGENE_QUEST5_PART3_EUGENE4",An Archangel was behind the Landkeepers all along, huh…
"EUGENE_QUEST5_PART3_EUGENE5",What it said there… [pause]What if it was true?
"EUGENE_QUEST5_PART3_EUGENE6_OPTION1",I don’t think you’re a loser.
"EUGENE_QUEST5_PART3_EUGENE7",...
"EUGENE_QUEST5_PART3_EUGENE8",EUGENE_QUEST5_PART3_EUGENE8
"EUGENE_QUEST5_PART3_EUGENE10_OPTION1",I’ve discovered a way off the island.
"EUGENE_QUEST5_PART3_EUGENE11",Hmm. Sounds pretty improbable.
"EUGENE_QUEST5_PART3_EUGENE12",I’m in.
"EUGENE_QUEST5_PART3_EUGENE12_OPTION1",Really?
"EUGENE_QUEST5_PART3_EUGENE13",Just like that! 
"EUGENE_QUEST5_PART3_EUGENE18",I’m in.
"OFFICE_1_LINE1_EUGENE",[shake rate=30 level=10]We’re taking down your operation, you leeches![/shake]
"LANDKEEPER1_NAME",Landkeeper #1
"OFFICE_1_LINE2_LANDKEEPER",[wave amp=30 freq=5]You are being very uncooperative, young man.[/wave]
"OFFICE_1_LINE3_LANDKEEPER",[wave amp=30 freq=5]Why don’t you… [pause][pause]listen to our sales pitch?[/wave]
"OFFICE_1_LINE4_PLAYER_OPTION1",Sales pitch? Wait, what is this…?
"OFFICE_1_LINE5_EUGENE",…[pause] What do you mean?
"OFFICE_1_LINE6_PLAYER_OPTION1",I thought they were… Vampires.
"OFFICE_1_LINE7_EUGENE",They [wave amp=30 freq=20]are[/wave] vampires!
"OFFICE_1_LINE8_EUGENE",Well, [pause]in a manner of speaking.
"OFFICE_1_LINE10_EUGENE",[shake rate=30 level=10]They’re estate agents![/shake]
"OFFICE_1_LINE11_LANDKEEPER",[wave amp=30 freq=5]The Landkeeper’s Association simply wants to formulate a long-term housing market within New Wirral.[/wave]
"LANDKEEPER2_NAME",Landkeeper #2
"OFFICE_1_LINE12_LANDKEEPER",[wave amp=30 freq=5]If you buy in now, you can make a significant profit from any future arrivals who will need housing.[/wave]
"OFFICE_1_LINE13_LANDKEEPER",[wave amp=30 freq=5]Since New Wirral has no currency, we even have a promising repossession scheme in development.[/wave]
"OFFICE_1_LINE14_EUGENE",I’ve heard enough! [pause]Harbourtown will [shake rate=30 level=10]never[/shake] be bought out by your kind!
"OFFICE_1_LINE17_PLAYER_OPTION1",Let’s show them what we’re made of!
"OFFICE_1_LINE18_LANDKEEPER",[wave amp=30 freq=5]Market growth is inevitable. WE are inevitable.[/wave]
"OFFICE_1_LINE19_EUGENE",A small victory, but there’s more work to be done.
"OFFICE_1_LINE20_PLAYER_OPTION1",Are you sure they’re really that bad?
"OFFICE_1_LINE21_EUGENE",These “Landkeepers” seek to profit off of our collective misery!
"OFFICE_1_LINE23_EUGENE",But I intend to stop them, as the [wave amp=30 freq=10]defender of Harbourtown[/wave]!
"OFFICE_1_LINE24_PLAYER",Do you want some help with that, “defender of Harbourtown”?
"OFFICE_1_LINE25_EUGENE",…
"OFFICE_1_LINE26_EUGENE",Some help would be appreciated, yeah.
"OFFICE_1_LINE27_EUGENE",Keep your eyes peeled for the other strongholds, and listen up for rumours when you're in town.
"OFFICE_1_LINE28_EUGENE",Also, take this.
"OFFICE_1_LINE29_EUGENE",OFFICE_1_LINE29_EUGENE
"OFFICE_2_KAYLEIGH",We won’t allow you to buy out New Wirral!
"OFFICE_2_MEREDITH",Huh… Where did these creeps get all this [wave amp=30 freq=20]stuff[/wave], anyway?
"OFFICE_2_EUGENE",Excuse us for [wave amp=30 freq=20]dropping in[/wave]!
"OFFICE_2_VIOLA",Your foul machinations end here, fiends!
"OFFICE_2_FELIX",I’m appreciating the aesthetic here. Very “soul-crushing salary job”.
"OFFICE_2_LANDKEEPER",[wave amp=30 freq=5]Such short-sightedness you young people possess... Can’t you appreciate the investment opportunities we could open up for you?[/wave]
"OFFICE_3_LANDKEEPER",[wave amp=30 freq=5]If you don’t vacate immediately, we’ll be forced to evict you ourselves...[/wave]
"OFFICE_4_LANDKEEPER1",[wave amp=30 freq=5]As prospective tenants, it is in your best interests to remain on good terms with the Landkeeper’s Association.[/wave]
"OFFICE_4_KAYLEIGH",That sounds like a threat to me…
"OFFICE_4_MEREDITH",That’s a pretty dark thing to say.
"OFFICE_4_VIOLA",Your blood must run cold if you could dispense such threats without hesitation.
"OFFICE_4_EUGENE",If you think you’re taking [wave amp=30 freq=20]anything[/wave] from us, you [wave amp=30 freq=20]might[/wave] want to re-evaluate!
"OFFICE_4_FELIX",We’re going all out with the veiled threats, I see.
"OFFICE_5_LANDKEEPER1",[wave amp=30 freq=5]New Wirral would experience such growth with a regulated housing market in place![/wave]
"FELIX_UNKNOWN_NAME",Friendly Guy
"FELIX_INTRO_FELIX1",Watch your feet. [pause]You don’t wanna trip up on all the junk lying around here.
"FELIX_INTRO_FELIX1_OPTION1",Where did this room come from?
"FELIX_INTRO_FELIX2",Most people fall out of the sky and land in the ocean here, right?
"FELIX_INTRO_FELIX3",Not me. I dropped in here with all my stuff.
"FELIX_INTRO_FELIX4_OPTION1",Why did that happen?
"FELIX_INTRO_FELIX5",Beats me! [pause]It does mean I’ve got all my old sketchbooks and artwork, [pause]though.
"FELIX_INTRO_FELIX6",I’m Felix. [pause]Nice to meet you.
"FELIX_INTRO_FELIX6_OPTION1",I’m {player}!
"FELIX_INTRO_KAYLEIGH7",Hey, Felix! [pause]What’re you doing out here?
"FELIX_INTRO_MEREDITH7",Been a while since I saw you, Felix. What are you, uh, doing here, anyway?
"FELIX_INTRO_EUGENE7",Hey man! Is this where you’ve been hanging out? [pause]What are you doing out here? 
"FELIX_INTRO_VIOLA7",And I am Viola of Messaline. [pause]Pray, what task has you toiling out here alone?
"FELIX_INTRO_FELIX8",I’m looking for something.
"FELIX_INTRO_FELIX9",A lot of this stuff was wrecked when this whole place dropped out of the sky with me in it, [pause]and then the rain damage didn’t help...
"FELIX_INTRO_FELIX11",I knew it! 
"FELIX_INTRO_FELIX12",The seal is still intact, so hopefully no water got in.
"FELIX_INTRO_FELIX12_OPTION1",What is that?
"FELIX_INTRO_FELIX13",It might be hard to explain...
"FELIX_INTRO_FELIX14",Come swing by my place in West Harbourtown. [pause]Then I’ll show you.
"FELIX_INTRO2_FELIX1",FELIX_INTRO2_FELIX1
"FELIX_INTRO2_FELIX2_OPTION1",Sure!
"FELIX_INTRO2_FELIX3",So, in my regular life I was a zote artist.
"FELIX_INTRO2_FELIX3_OPTION1",Zote artist?
"FELIX_INTRO2_FELIX4",It’s easier to show. Check this out:
"FELIX_INTRO2_FELIX5",So this is a zote reel. You slot it into this zoetrope right here, then look through the slot. 
